,name,commercial_area_code,pop_type,total_pop
1076,공릉동 도깨비시장,3130159,WORKING,7211.0
1077,굽은다리역,3120247,RESIDENT,7200.0
1078,창신역 4번,3110033,RESIDENT,7196.0
1079,송파사거리(송파역),3120230,WORKING,7175.0
1080,안암역 2번,3110312,RESIDENT,7172.0
1081,둔촌2동주민센터,3111076,RESIDENT,7164.0
1082,도곡1동,3120201,RESIDENT,7164.0
1083,이대역 5번,3110582,RESIDENT,7156.0
1084,성신여대입구역 4번,3110296,RESIDENT,7144.0
1085,성북구청,3120071,WORKING,7135.0
1086,관악구신사동주민센터,3110861,WORKING,7124.0
1087,새남터성지,3110059,WORKING,7114.0
1088,석촌고분역,3120226,RESIDENT,7108.0
1089,유엔빌리지길,3110099,RESIDENT,7096.0
1090,송중동주민센터,3110378,RESIDENT,7096.0
1091,송정역 2번,3110637,RESIDENT,7092.0
1092,명일전통시장,3130325,RESIDENT,7092.0
1093,양평역 2번,3110757,WORKING,7092.0
1094,서울교통공사,3110133,RESIDENT,7088.0
1095,응암3동주민센터,3110463,RESIDENT,7076.0
1096,종로·청계 관광특구,3001494,RESIDENT,7068.0
1097,마곡역(마곡),3120118,RESIDENT,7064.0
1098,르네상스호텔사거리,3120204,RESIDENT,7056.0
1099,고덕 골목형상점가,3130326,RESIDENT,7040.0
1100,인수초등학교,3110338,RESIDENT,7036.0
1101,대진고등학교,3110432,RESIDENT,7028.0
1102,연희지하차도,3110512,WORKING,7019.0
1103,종로6가,3120015,WORKING,7017.0
1104,독산동 우시장,3130231,RESIDENT,7016.0
1105,사직공원(한국사회과학도서관),3110007,RESIDENT,7000.0
1106,고덕역,3120249,RESIDENT,7000.0
1107,KC대학교,3110666,RESIDENT,6988.0
1108,구의사거리,3120058,RESIDENT,6984.0
1109,이수역 9번,3110852,RESIDENT,6976.0
1110,공릉동 도깨비시장,3130159,RESIDENT,6976.0
1111,방이역 2번,3111030,RESIDENT,6972.0
1112,수색역 1번,3110443,RESIDENT,6964.0
1113,서빙고동주민센터,3110089,WORKING,6961.0
1114,성수2가3동주민센터,3110132,RESIDENT,6960.0
1115,경의선책거리,3110566,RESIDENT,6956.0
1116,오산고등학교,3110088,RESIDENT,6952.0
1117,서울약령시장,3130086,RESIDENT,6928.0
1118,대방역 6번,3110816,RESIDENT,6924.0
1119,영중로,3120144,RESIDENT,6924.0
1120,문현중학교(장지역 1번),3111028,RESIDENT,6912.0
1121,광진경찰서,3110160,RESIDENT,6880.0
1122,떡전교사거리,3110203,RESIDENT,6864.0
1123,강북구청,3110367,RESIDENT,6856.0
1124,왕십리도선동상점가,3130067,WORKING,6835.0
1125,연신내역,3120090,WORKING,6826.0
1126,양재근린공원(양재2동주민센터),3110940,WORKING,6815.0
1127,옥정중학교,3110101,WORKING,6813.0
1128,유엔빌리지길,3110099,WORKING,6792.0
1129,미림여고,3110878,RESIDENT,6744.0
1130,성대전통시장(성대시장),3130261,RESIDENT,6724.0
1131,신논현역 1번,3120177,WORKING,6722.0
1132,아현역 2번,3110532,RESIDENT,6720.0
1133,"양재시민의숲역(양재동꽃시장, aT센터)",3120182,RESIDENT,6720.0
1134,등촌3동주민센터,3110660,RESIDENT,6712.0
1135,금천금빛공원(은행나무사거리서측),3110746,RESIDENT,6700.0
1136,동대문역사문화공원역,3120037,RESIDENT,6652.0
1137,오류동역,3120123,WORKING,6645.0
1138,압구정로데오역(압구정로데오),3120202,RESIDENT,6616.0
1139,은행사거리,3120085,WORKING,6596.0
1140,한남오거리,3120047,RESIDENT,6592.0
1141,장충초등학교,3110052,RESIDENT,6584.0
1142,애오개역 3번,3110589,RESIDENT,6584.0
1143,보라매역 4번,3110811,RESIDENT,6580.0
1144,역삼월드메르디앙아파트,3110963,RESIDENT,6580.0
1145,장지동주민센터(한림연예예술고교),3111031,WORKING,6577.0
1146,방이역 1번,3111032,RESIDENT,6576.0
1147,돌곶이시장(석관황금시장),3130128,RESIDENT,6552.0
1148,미아역,3120077,RESIDENT,6544.0
1149,온수역 5번(온수산업단지),3110680,RESIDENT,6540.0
1150,서울독일학교,3110098,WORKING,6519.0
1151,도곡2동주민센터(대치중학교),3110978,WORKING,6515.0
1152,장평중학교,3110229,WORKING,6487.0
1153,방학초등학교,3110390,RESIDENT,6484.0
1154,중화역 4번,3110244,RESIDENT,6476.0
1155,망원시장,3130186,RESIDENT,6468.0
1156,오류고등학교,3110683,RESIDENT,6456.0
1157,덕산중학교,3110445,RESIDENT,6440.0
1158,도성초등학교,3120211,RESIDENT,6420.0
1159,아래방죽마을공원(율현초등학교),3111001,RESIDENT,6416.0
1160,사당5동주민센터,3110843,RESIDENT,6412.0
1161,고덕역,3120249,WORKING,6406.0
1162,면목골목시장(면목시장),3130110,RESIDENT,6404.0
1163,상계중앙시장,3130157,RESIDENT,6400.0
1164,새절역 2번,3110461,RESIDENT,6392.0
1165,문이교,3110384,RESIDENT,6388.0
1166,홍파초등학교,3110194,RESIDENT,6368.0
1167,어린이대공원역 3번,3110148,RESIDENT,6352.0
1168,연희초등학교,3110511,WORKING,6348.0
1169,방화역 1번,3110640,WORKING,6336.0
1170,구산역,3120088,RESIDENT,6324.0
1171,마장축산물시장,3130068,RESIDENT,6300.0
1172,망원역,3120100,WORKING,6283.0
1173,공항고등학교,3110641,RESIDENT,6276.0
1174,서울여자간호대학교,3110528,RESIDENT,6268.0
1175,대림성모병원,3110789,RESIDENT,6260.0
1176,홍제역,3120095,WORKING,6238.0
1177,한강진역 3번,3110095,RESIDENT,6228.0
1178,성수초등학교,3110137,RESIDENT,6228.0
1179,금천철쭉어린이공원(금하마을),3110726,RESIDENT,6220.0
1180,우이골목시장(우이시장),3130133,RESIDENT,6220.0
1181,응암오거리상점가,3130163,RESIDENT,6216.0
1182,명지전문대,3110504,RESIDENT,6184.0
1183,정릉3동주민센터,3110287,RESIDENT,6180.0
1184,구산초등학교,3110447,RESIDENT,6168.0
1185,자하문터널,3110009,RESIDENT,6160.0
1186,도봉산역 1번,3110406,RESIDENT,6156.0
1187,먹골파출소,3110248,RESIDENT,6120.0
1188,거여역 1번(거여공원),3111042,WORKING,6120.0
1189,학동근린공원,3110953,WORKING,6115.0
1190,군자초등학교,3110223,RESIDENT,6108.0
1191,관악동부센트레빌아파트(은천로35라길),3110894,RESIDENT,6108.0
1192,법제교육센터(버들어린이공원),3110943,RESIDENT,6104.0
1193,압구정역,3120188,RESIDENT,6092.0
1194,사당종합체육관,3110845,RESIDENT,6084.0
1195,인현시장,3130032,WORKING,6073.0
1196,양천향교역 5번,3110657,RESIDENT,6072.0
1197,구로디지털단지,3120129,RESIDENT,6072.0
1198,삼양입구사거리,3110371,RESIDENT,6068.0
1199,"황학시장(서울중앙시장, 신중앙시장)",3130055,RESIDENT,6068.0
1200,송파사거리(송파역),3120230,RESIDENT,6064.0
1201,태릉입구역 4번,3110434,RESIDENT,6056.0
1202,경신고등학교,3110022,RESIDENT,6048.0
1203,개포고등학교,3110994,RESIDENT,6048.0
1204,망리단길,3110544,WORKING,6041.0
1205,방학역 1번,3110405,WORKING,6037.0
1206,신설동역 12번,3110037,RESIDENT,6020.0
1207,대광초등학교,3110309,RESIDENT,6020.0
1208,용산전자상가(용산역),3120040,RESIDENT,6020.0
1209,목사랑시장(목4동시장),3130209,RESIDENT,6020.0
1210,홍익대,3110565,RESIDENT,6016.0
1211,마들역,3120080,WORKING,5988.0
1212,효문고등학교,3110385,RESIDENT,5976.0
1213,덕의초등학교,3110699,RESIDENT,5976.0
1214,장미원골목시장,3130129,RESIDENT,5968.0
1215,오산고등학교,3110088,WORKING,5946.0
1216,길음역 8번,3110308,RESIDENT,5940.0
1217,논현초등학교,3110955,WORKING,5935.0
1218,천호태영아파트,3111056,RESIDENT,5928.0
1219,상계제일중학교,3110436,RESIDENT,5924.0
1220,구로전화국,3120134,WORKING,5914.0
1221,경기대학교,3110534,RESIDENT,5912.0
1222,마포FM,3110560,RESIDENT,5908.0
1223,언북중학교,3110957,RESIDENT,5896.0
1224,용마문화복지센터,3110269,RESIDENT,5892.0
1225,등나무근린공원,3120083,RESIDENT,5892.0
1226,미근동,3110539,WORKING,5891.0
1227,성수역 골목형상점가,3130071,WORKING,5889.0
1228,성내중학교,3111058,RESIDENT,5888.0
1229,노량진역 6번,3110828,WORKING,5888.0
1230,당산2동(영등포우체국),3120138,RESIDENT,5884.0
1231,서래초등학교,3110915,RESIDENT,5872.0
1232,푸른들청소년도서관,3110646,WORKING,5852.0
1233,동의초등학교,3110177,RESIDENT,5828.0
1234,화곡2동주민센터,3110668,WORKING,5824.0
1235,홍대부중,3110285,WORKING,5818.0
1236,염창역 2번,3110679,WORKING,5810.0
1237,상도전통시장,3130268,RESIDENT,5808.0
1238,성동구보건소,3110117,RESIDENT,5796.0
1239,언주역 3번,3110961,WORKING,5789.0
1240,경의선책거리,3110566,WORKING,5788.0
1241,대청초등학교,3110997,WORKING,5788.0
1242,방학역 2번,3110410,WORKING,5784.0
1243,포이초등학교(개포목련어린이공원),3110984,WORKING,5774.0
1244,가오리역 1번,3110357,RESIDENT,5772.0
1245,신림역(신림),3120157,WORKING,5771.0
1246,목동사거리,3120111,WORKING,5768.0
1247,한림대학교한강성심병원,3110796,RESIDENT,5764.0
1248,연신내상점가(연빛거리),3130167,RESIDENT,5760.0
1249,장충동족발거리(남소영길),3120036,WORKING,5747.0
1250,마포구청역 7번,3110542,WORKING,5746.0
1251,한전아트센터,3110935,WORKING,5745.0
1252,서대문소방서,3110517,WORKING,5728.0
1253,장승배기역 5번,3110829,RESIDENT,5724.0
1254,신림역 1번,3110880,RESIDENT,5712.0
1255,화랑대역 7번,3110250,RESIDENT,5704.0
1256,한남IC,3110949,WORKING,5701.0
1257,동구여중,3110288,WORKING,5695.0
1258,건대입구역(건대),3120053,WORKING,5694.0
1259,불광역,3120092,RESIDENT,5688.0
1260,방화역 3번,3110632,RESIDENT,5680.0
1261,바우뫼공원,3110938,WORKING,5669.0
1262,도봉역 3번,3110411,RESIDENT,5656.0
1263,성원어린이공원,3110129,RESIDENT,5652.0
1264,우장산롯데캐슬아파트앞,3110663,RESIDENT,5648.0
1265,언주중학교,3110974,RESIDENT,5648.0
1266,대치2동주민센터,3110996,WORKING,5642.0
1267,상수역(홍대),3120105,WORKING,5637.0
1268,대림역,3120142,RESIDENT,5636.0
1269,남문시장,3130233,RESIDENT,5636.0
1270,동화동 골목형상점가,3130051,RESIDENT,5616.0
1271,배꽃어린이공원,3110238,RESIDENT,5608.0
1272,서울시인재개발원,3110932,WORKING,5605.0
1273,서울공연예술고등학교,3110684,RESIDENT,5604.0
1274,신방화역 2번,3110638,WORKING,5601.0
1275,사당역 11번(사당역먹자골목),3120163,WORKING,5597.0
1276,경찰병원역 4번(건너말공원),3111024,RESIDENT,5592.0
1277,서래마을카페거리(서래마을),3120165,RESIDENT,5588.0
1278,광운대역 1번,3110420,RESIDENT,5580.0
1279,문래소공원,3110758,RESIDENT,5580.0
1280,답십리 건축자재시장,3130097,RESIDENT,5572.0
1281,둔촌역전통시장,3130323,RESIDENT,5572.0
1282,종암중학교,3110317,WORKING,5571.0
1283,상계3동4동주민센터,3110440,RESIDENT,5564.0
1284,장신구 특화거리 상점가,3130321,RESIDENT,5552.0
1285,더케이호텔(양재리본타워2단지아파트),3110936,WORKING,5549.0
1286,인수중학교,3110340,RESIDENT,5524.0
1287,신길6동주민센터,3110812,RESIDENT,5524.0
1288,송정역 3번,3110634,WORKING,5516.0
1289,신림현대아파트,3110879,RESIDENT,5512.0
1290,새남터성지,3110059,RESIDENT,5496.0
1291,월정로시장,3130201,RESIDENT,5484.0
1292,염창역 2번,3110679,RESIDENT,5480.0
1293,서촌(경복궁역),3120002,RESIDENT,5452.0
1294,영등포청과시장교차로,3120141,RESIDENT,5452.0
1295,영등포역지하도상점가,3130248,WORKING,5451.0
1296,대치동아우편취급국,3110989,RESIDENT,5448.0
1297,조원동 펭귄시장(신림중앙시장),3130277,RESIDENT,5444.0
1298,당산반도유보라팰리스아파트,3110774,RESIDENT,5432.0
1299,강서새말어린이공원,3110661,RESIDENT,5428.0
1300,선유도역 골목형상점가,3130241,RESIDENT,5428.0
1301,큰굴다리,3110692,WORKING,5424.0
1302,공릉역 2번,3110433,WORKING,5412.0
1303,굽은다리역 4번,3111078,WORKING,5406.0
1304,성심여자고등학교,3110058,WORKING,5404.0
1305,응봉산,3110113,RESIDENT,5392.0
1306,미아역,3120077,WORKING,5391.0
1307,영등포구청역 2번,3110763,RESIDENT,5388.0
1308,은마종합상점가,3130309,WORKING,5367.0
1309,공릉역,3120084,RESIDENT,5348.0
1310,뚝섬역상점가,3130070,RESIDENT,5348.0
1311,정릉북한산국립공원입구,3110284,RESIDENT,5340.0
1312,중랑동부시장,3130106,RESIDENT,5340.0
1313,동대문구청,3110195,WORKING,5333.0
1314,가인초등학교,3110408,RESIDENT,5328.0
1315,석촌고분역 1번,3111006,WORKING,5326.0
1316,돌곶이역 5번,3110333,RESIDENT,5316.0
1317,서울서부지방법원,3110586,RESIDENT,5308.0
1318,상일여고(상일초등학교),3111089,WORKING,5308.0
1319,석촌역 7번,3111010,WORKING,5302.0
1320,동일여자고등학교,3110755,RESIDENT,5300.0
1321,고려대역 4번,3110193,RESIDENT,5292.0
1322,대현산장미원,3110111,RESIDENT,5288.0
1323,안암역 3번,3110313,RESIDENT,5288.0
1324,선유도역 6번,3110760,RESIDENT,5284.0
1325,동작구자원봉사센터,3110834,RESIDENT,5280.0
1326,둔촌동역 1번(한산중학교),3111073,WORKING,5268.0
1327,신한은행 방학동지점,3110395,RESIDENT,5256.0
1328,봉천역 4번(봉천110안전센터),3110884,RESIDENT,5252.0
1329,세화어린이공원,3110235,RESIDENT,5244.0
1330,논현역 5번,3120174,RESIDENT,5244.0
1331,세검정초등학교,3110003,WORKING,5244.0
1332,금호역,3120048,RESIDENT,5224.0
1333,강남구청역,3120203,RESIDENT,5212.0
1334,명지대학교교회,3110503,WORKING,5208.0
1335,화원어린이공원,3110708,RESIDENT,5204.0
1336,암사역,3120244,WORKING,5203.0
1337,도림2동유수지내체육시설,3110768,RESIDENT,5188.0
1338,한티역,3120212,RESIDENT,5180.0
1339,구세군강북종합사회복지관,3110347,RESIDENT,5176.0
1340,문래소공원,3110758,WORKING,5172.0
1341,목4동주민센터,3110619,RESIDENT,5148.0
1342,태릉시장 특화거리,3110240,RESIDENT,5140.0
1343,신수동주민센터,3110571,WORKING,5139.0
1344,강남구청역 2번,3110968,WORKING,5126.0
1345,불광역 3번,3110489,RESIDENT,5120.0
1346,길동주민센터(강동도서관),3111077,WORKING,5120.0
1347,동대문역사문화공원역 5번,3110045,WORKING,5119.0
1348,왕십리역(왕십리),3120049,WORKING,5119.0
1349,회기시장,3130098,RESIDENT,5116.0
1350,성신여대운정그린캠퍼스,3110369,WORKING,5103.0
1351,봉원사,3110526,RESIDENT,5092.0
1352,연신내상점가(연빛거리),3130167,WORKING,5086.0
1353,신길동홍어거리,3110802,RESIDENT,5084.0
1354,고려대역 6번,3110191,RESIDENT,5080.0
1355,황학동주방가구거리상점가,3130054,RESIDENT,5076.0
1356,구남초등학교,3110173,RESIDENT,5064.0
1357,청량리역(청량리),3120063,WORKING,5058.0
1358,대흥역 2번,3110578,WORKING,5055.0
1359,북촌(안국역),3120007,RESIDENT,5052.0
1360,영동초등학교,3110794,WORKING,5050.0
1361,중앙고등학교,3110018,WORKING,5045.0
1362,북가좌초등학교,3110493,RESIDENT,5040.0
1363,홍제역 3번,3110522,RESIDENT,5040.0
1364,회현역,3120024,RESIDENT,5040.0
1365,세명컴퓨터고등학교,3110474,WORKING,5040.0
1366,경복고등학교,3110014,WORKING,5012.0
1367,장위동성당,3110326,RESIDENT,5004.0
1368,고척동성당,3110701,RESIDENT,5004.0
1369,방배동가구거리(사당동가구거리),3120161,RESIDENT,5004.0
1370,대흥역 3번,3110576,WORKING,5002.0
1371,인헌시장(원당종합시장),3130295,RESIDENT,4988.0
1372,남태령역(서울전자고등학교),3110909,WORKING,4983.0
1373,상수역(홍대),3120105,RESIDENT,4980.0
1374,뚝섬역교차로,3110124,WORKING,4963.0
1375,불광중학교,3110491,RESIDENT,4956.0
1376,북한산보국문역 1번,3110290,RESIDENT,4948.0
1377,청계천박물관,3110116,WORKING,4948.0
1378,광운대학교 남단,3110418,RESIDENT,4928.0
1379,"강남구청(청담역_8번, 강남세무서)",3120209,RESIDENT,4924.0
1380,효창공원앞역 6번,3110060,WORKING,4921.0
1381,은평요양병원,3110467,RESIDENT,4916.0
1382,신목동역,3110628,RESIDENT,4916.0
1383,양재화물트럭터미널앞,3120180,RESIDENT,4916.0
1384,신월시영아파트중문,3110602,RESIDENT,4908.0
1385,성수2가3동주민센터,3110132,WORKING,4906.0
1386,은행나무시장,3130238,RESIDENT,4904.0
1387,노원역,3120081,RESIDENT,4892.0
1388,서울세관,3120196,RESIDENT,4876.0
1389,월곡역,3120075,WORKING,4870.0
1390,대치역,3120220,RESIDENT,4868.0
1391,장신구 특화거리 상점가,3130321,WORKING,4867.0
1392,불광먹자골목 골목형상점가,3130171,RESIDENT,4856.0
1393,투구봉어린이공원,3111036,RESIDENT,4852.0
1394,합정역 8번,3110550,WORKING,4850.0
1395,방배배수지체육공원,3110911,WORKING,4847.0
1396,구산역,3120088,WORKING,4845.0
1397,망원역 1번,3110554,WORKING,4843.0
1398,양원초등학교,3110580,RESIDENT,4836.0
1399,경춘선숲길 우측,3110438,WORKING,4836.0
1400,마포역 4번,3110579,WORKING,4835.0
1401,베르사이유1아파트,3110969,RESIDENT,4832.0
1402,광진정보도서관,3110180,RESIDENT,4828.0
1403,학동초등학교,3110970,WORKING,4823.0
1404,천동초등학교,3111071,RESIDENT,4816.0
1405,보라매역 2번,3110821,WORKING,4813.0
1406,영천시장입구,3110535,RESIDENT,4804.0
1407,동대부고,3110232,WORKING,4797.0
1408,구암초등학교,3110891,WORKING,4785.0
1409,효창공원앞역 5번,3110063,WORKING,4780.0
1410,목동깨비시장(목3동시장),3130208,RESIDENT,4772.0
1411,당곡중학교,3110873,WORKING,4769.0
1412,삼광초등학교,3110077,RESIDENT,4768.0
1413,염창무학아파트,3110678,RESIDENT,4752.0
1414,동묘앞역(동묘),3120017,RESIDENT,4740.0
1415,청룡동주민센터,3110888,RESIDENT,4728.0
1416,도곡초등학교,3110992,WORKING,4710.0
1417,DMC(디지털미디어시티),3120098,RESIDENT,4708.0
1418,세운상가가동,3130005,WORKING,4706.0
1419,서문여고,3110906,RESIDENT,4688.0
1420,용강동 상점가,3130194,WORKING,4688.0
1421,상월곡역 3번,3110328,WORKING,4685.0
1422,상도역 1번,3110835,RESIDENT,4676.0
1423,쌍문역둘리상점가,3130145,RESIDENT,4672.0
1424,배화여자대학교(박노수미술관),3110008,WORKING,4671.0
1425,한양공고앞 교차로,3110051,RESIDENT,4664.0
1426,서울중앙시장(신중앙시장),3130052,RESIDENT,4660.0
1427,서대문구보건소별관,3110519,WORKING,4660.0
1428,뚝섬역상점가,3130070,WORKING,4659.0
1429,장충동주민센터,3110048,WORKING,4658.0
1430,방화역 2번,3110636,RESIDENT,4648.0
1431,성내전통시장,3130319,RESIDENT,4640.0
1432,구로디지털단지역 4번,3110778,WORKING,4640.0
1433,오금역 4번,3111029,RESIDENT,4636.0
1434,청담역 3번,3110988,RESIDENT,4632.0
1435,역삼역 4번,3110958,WORKING,4622.0
1436,역촌역 2번,3110476,RESIDENT,4620.0
1437,홍릉근린공원,3110196,RESIDENT,4600.0
1438,역삼역 8번,3110967,RESIDENT,4600.0
1439,보라매역,3120147,RESIDENT,4584.0
1440,신우어린이공원,3110772,RESIDENT,4580.0
1441,중곡1동 마을마당,3110150,WORKING,4563.0
1442,서강대역 1번,3110572,WORKING,4561.0
1443,목2동시장,3130210,RESIDENT,4560.0
1444,문정동 로데오거리 상점가(문정동 로데오거리),3130315,RESIDENT,4552.0
1445,길상사,3110281,WORKING,4551.0
1446,경찰병원역 4번(건너말공원),3111024,WORKING,4545.0
1447,발산역 5번,3110655,RESIDENT,4544.0
1448,은마아파트,3120219,RESIDENT,4524.0
1449,답십리역 6번,3110130,RESIDENT,4516.0
1450,충정로현대아파트,3110537,WORKING,4501.0
1451,광진구청,3110155,WORKING,4492.0
1452,서울프랑스학교,3110921,RESIDENT,4484.0
1453,촬영소사거리,3110225,RESIDENT,4480.0
1454,홍제역,3120095,RESIDENT,4480.0
1455,서울지방병무청,3110814,WORKING,4479.0
1456,서울프랑스학교,3110921,WORKING,4471.0
1457,매봉역 1번,3110975,WORKING,4470.0
1458,4.19민주묘지역 2번,3110346,RESIDENT,4464.0
1459,연신초등학교,3110482,RESIDENT,4464.0
1460,양재천카페거리,3120183,RESIDENT,4448.0
1461,숙대입구,3110069,WORKING,4432.0
1462,논현역 4번,3120176,WORKING,4430.0
1463,성미산체육관,3110552,WORKING,4429.0
1464,한국SGI본부,3110718,WORKING,4416.0
1465,청담초등학교,3110979,RESIDENT,4412.0
1466,강서구다솔마을,3110643,WORKING,4409.0
1467,미아초등학교,3110306,RESIDENT,4400.0
1468,문래예술촌(문래창작촌),3110759,RESIDENT,4396.0
1469,창동골목시장,3130150,RESIDENT,4396.0
1470,이태원엔틱가구거리,3110087,RESIDENT,4388.0
1471,면목2동체육관,3110256,WORKING,4378.0
1472,종암아이파크2차후문,3110311,RESIDENT,4360.0
1473,방배역 2번(백석예술대학교),3110920,WORKING,4360.0
1474,응암역 3번,3110468,WORKING,4351.0
1475,전농중학교,3110216,RESIDENT,4344.0
1476,후암동주민센터,3110079,WORKING,4331.0
1477,군자초등학교,3110223,WORKING,4329.0
1478,김포공항역(김포공항),3120115,WORKING,4323.0
1479,혜원여고,3110270,RESIDENT,4312.0
1480,한남힐사이드아파트,3110096,WORKING,4311.0
1481,서연중학교,3110508,WORKING,4305.0
1482,장미제일시장(중화동제일시장),3130105,RESIDENT,4296.0
1483,서울숲역,3120050,WORKING,4290.0
1484,길상사,3110281,RESIDENT,4288.0
1485,성원중학교,3110128,WORKING,4283.0
1486,한국폴리텍대학서울정수캠퍼스,3110090,WORKING,4281.0
1487,성북구청,3120071,RESIDENT,4276.0
1488,한일병원,3110389,RESIDENT,4272.0
1489,경복아파트교차로,3120199,RESIDENT,4272.0
1490,길동복조리시장,3130324,RESIDENT,4268.0
1491,세종대학교,3110149,RESIDENT,4260.0
1492,연희동,3120093,RESIDENT,4260.0
1493,연희어린이공원,3110501,RESIDENT,4256.0
1494,발산역 5번,3110655,WORKING,4256.0
1495,내방역 5번,3110910,WORKING,4253.0
1496,올림픽대교북단,3120061,WORKING,4244.0
1497,의릉,3110221,RESIDENT,4236.0
1498,성동세무서,3110135,RESIDENT,4228.0
1499,장로회신학대학교,3110178,RESIDENT,4220.0
1500,절두산순교성지,3110556,RESIDENT,4216.0
1501,정원여중,3110516,RESIDENT,4212.0
1502,목동센트럴아이파크앞,3110605,RESIDENT,4212.0
1503,삼청동,3120005,RESIDENT,4212.0
1504,한성대입구역,3120070,RESIDENT,4212.0
1505,강동성심병원,3111068,WORKING,4197.0
1506,용두희망어린이공원,3110182,RESIDENT,4184.0
1507,서울역 15번,3110066,WORKING,4176.0
1508,학동근린공원,3110953,RESIDENT,4172.0
1509,금호삼성래미안아파트,3110109,WORKING,4169.0
1510,중앙보훈병원,3111082,RESIDENT,4160.0
1511,도산공원교차로,3120193,RESIDENT,4160.0
1512,보문역 5번,3110305,WORKING,4145.0
1513,중구회현체육센터(정화예술대남산캠퍼스),3110040,WORKING,4143.0
1514,화계역 2번,3110349,RESIDENT,4128.0
1515,청담근린공원,3110985,WORKING,4126.0
1516,사당역 4번,3110902,WORKING,4124.0
1517,광진정말공원,3110154,WORKING,4119.0
1518,본서부병원,3120091,WORKING,4107.0
1519,이태원역 북측,3110086,RESIDENT,4104.0
1520,남산케이블카,3110041,WORKING,4089.0
1521,한강로동땡땡거리(은행나무길),3110062,RESIDENT,4084.0
1522,방배역 3번,3110918,WORKING,4081.0
1523,한전아트센터,3110935,RESIDENT,4068.0
1524,매봉역,3120205,RESIDENT,4060.0
1525,대치동아우편취급국,3110989,WORKING,4059.0
1526,서울금융고등학교,3110592,RESIDENT,4052.0
1527,충정로현대아파트,3110537,RESIDENT,4048.0
1528,남산골공원옆,3110042,RESIDENT,4036.0
1529,종암경찰서,3110314,RESIDENT,4032.0
1530,대흥역 3번,3110576,RESIDENT,4032.0
1531,망원역,3120100,RESIDENT,4028.0
1532,신영시장,3130202,RESIDENT,3996.0
1533,광나루역 1번,3110179,RESIDENT,3992.0
1534,명동역(명동재미로),3120027,RESIDENT,3988.0
1535,리움미술관,3110091,WORKING,3987.0
1536,영등포동성당,3110800,RESIDENT,3980.0
1537,안암역 2번,3110312,WORKING,3974.0
1538,논현역 5번,3120174,WORKING,3974.0
1539,한양대역 4번,3110121,RESIDENT,3960.0
1540,경동고등학교,3110297,WORKING,3957.0
1541,화계중학교,3110344,RESIDENT,3952.0
1542,영동전통시장,3130303,RESIDENT,3948.0
1543,방학동도깨비시장,3130148,RESIDENT,3944.0
1544,간데메공원,3110204,WORKING,3939.0
1545,수락산디자인거리,3110419,WORKING,3939.0
1546,충정로역 7번,3110533,RESIDENT,3936.0
1547,시조사삼거리,3110208,RESIDENT,3928.0
1548,고척초등학교,3110700,WORKING,3927.0
1549,장석교회,3110414,RESIDENT,3924.0
1550,이수역 5번,3110904,RESIDENT,3924.0
1551,종로5가역,3120014,RESIDENT,3924.0
1552,내를건너서숲으로도서관,3110446,RESIDENT,3920.0
1553,혜회동주민센터,3110024,RESIDENT,3916.0
1554,망우역 1번,3110265,RESIDENT,3912.0
1555,메디힐병원,3110595,WORKING,3906.0
1556,강북북부골목시장,3130141,RESIDENT,3904.0
1557,마포구청역 1번,3110545,WORKING,3903.0
1558,종로4가,3120011,RESIDENT,3900.0
1559,창덕궁,3110019,WORKING,3899.0
1560,구의사거리,3120058,WORKING,3889.0
1561,오금공원(오주중학교),3111035,WORKING,3887.0
1562,교육개발원입구사거리,3120181,RESIDENT,3872.0
1563,마포구청역 4번,3110548,WORKING,3872.0
1564,금천구청역 1번 출입구,3110731,WORKING,3871.0
1565,양재근린공원(양재2동주민센터),3110940,RESIDENT,3868.0
1566,보문역 8번,3110302,WORKING,3868.0
1567,백학시장,3130053,RESIDENT,3856.0
1568,송정역,3120116,RESIDENT,3852.0
1569,신서초등학교,3110615,RESIDENT,3844.0
1570,창동역 2번,3110409,WORKING,3843.0
1571,온수역 8번,3110682,RESIDENT,3836.0
1572,학동초등학교,3110970,RESIDENT,3832.0
1573,화곡중앙시장,3130216,RESIDENT,3832.0
1574,이북5도청사,3110001,RESIDENT,3828.0
1575,금천구청역 1번 출입구,3110731,RESIDENT,3828.0
1576,강동구청(강동구청역 2번),3111050,RESIDENT,3828.0
1577,은평구청,3110486,WORKING,3825.0
1578,마천중앙시장,3130317,RESIDENT,3824.0
1579,서문여고,3110906,WORKING,3821.0
1580,등나무근린공원,3120083,WORKING,3817.0
1581,홍연시장,3110510,RESIDENT,3816.0
1582,강서구청가양동별관,3110674,WORKING,3811.0
1583,명동 남대문 북창동 다동 무교동 관광특구,3001492,RESIDENT,3808.0
1584,암사종합시장,3130320,RESIDENT,3808.0
1585,연신내우체국,3110485,WORKING,3795.0
1586,송파책박물관,3111009,RESIDENT,3792.0
1587,까치산시장,3130219,RESIDENT,3792.0
1588,월계역 3번,3110417,RESIDENT,3788.0
1589,청담역 3번,3110988,WORKING,3788.0
1590,까치산역 4번,3110654,WORKING,3786.0
1591,서래초등학교,3110915,WORKING,3774.0
1592,충신시장옆,3110025,RESIDENT,3756.0
1593,언주역 6번,3110965,WORKING,3751.0
1594,성수역,3120052,RESIDENT,3744.0
